Product_name,Review,Rating,Cleaned_Review
"LG 260 L Frost Free Double Door Top Mount 3 Star Convertible Refrigerator  (Dazzle Steel, GL-S292RDSX)","Bought the product in February, till now satisfied with the product and features. Only point like there is no light for freezer except that all are cool features. Convertible freezer also working as expected. Overall cool fridge. Power consumption bit high I think, as per my usage.",5,bought product february till satisfied product feature point like light freezer except cool feature convertible freezer also working expected overall cool fridge power consumption bit high think per usage
"LG 260 L Frost Free Double Door Top Mount 3 Star Convertible Refrigerator  (Dazzle Steel, GL-S292RDSX)",...there must be a feature/an option to shut down the either part of the fridge for a particular time period so as to save electricity. ...however overall satisfied with the product. THANKS to the whole chain/mechanism for amazingly fast delivery.,5,must featurean option shut either part fridge particular time period save electricity however overall satisfied product thanks whole chainmechanism amazingly fast delivery
"LG 260 L Frost Free Double Door Top Mount 3 Star Convertible Refrigerator  (Dazzle Steel, GL-S292RDSX)",Good product. Body and design is same as previous year's models. As of now I am not facing any issues. There were lot of complaints related to noise but I am using it for last 2 days and I am not getting any sound while the fridge is running. Overall a great purchase and timely delivery by flipkart and I got it installed the next day. Overall a very pleasant experience.,5,good product body design previous year model facing issue lot complaint related noise using last 2 day getting sound fridge running overall great purchase timely delivery flipkart got installed next day overall pleasant experience
"SAMSUNG 198 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer  (Delight Indigo, RR21A2H2WTU/HL)","Bought this during big billion. The product delivered as promised. Salient features are 5 star, silent function, good space for small to medium family. Go for it it's worth the price",5,bought big billion product delivered promised salient feature 5 star silent function good space small medium family go worth price
"SAMSUNG 198 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer  (Delight Indigo, RR21A2H2WTU/HL)","Very Good  Refrigerator and 5 star and  2021 model, i by only 15190 in big billion days As on Nov 2021",4,good refrigerator 5 star 2021 model 15190 big billion day nov 2021
"SAMSUNG 198 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer  (Delight Indigo, RR21A2H2WTU/HL)",Awesome,5,awesome
"SAMSUNG 198 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer  (Delight Indigo, RR21A2H2WTU/HL)",Good,4,good
"SAMSUNG 198 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer  (Delight Indigo, RR21A2H2WTU/HL)",I like this product 😍,4,like product
"SAMSUNG 198 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer  (Delight Indigo, RR21A2H2WTU/HL)",Fantastic,5,fantastic
"SAMSUNG 198 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer  (Delight Indigo, RR21A2H2WTU/HL)",Super good,4,super good
"SAMSUNG 198 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer  (Delight Indigo, RR21A2H2WTU/HL)",Su super,3,su super
"SAMSUNG 198 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer  (Delight Indigo, RR21A2H2WTU/HL)",Good Quality,5,good quality
"SAMSUNG 198 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer  (Delight Indigo, RR21A2H2WTU/HL)",Lovely,5,lovely
"SAMSUNG 192 L Direct Cool Single Door 1 Star Refrigerator  (Scarlet Red, RR19T21CARH/NL)",very good product and thanks to flipkart for deliverying product in my village  your wishmaster is very good man who deliver my order at right location and right time thanks,5,good product thanks flipkart deliverying product village wishmaster good man deliver order right location right time thanks
"SAMSUNG 192 L Direct Cool Single Door 1 Star Refrigerator  (Scarlet Red, RR19T21CARH/NL)","Delivered before schedule, item is as per shown on Flipkart. Nice cooling, value for money.",5,delivered schedule item per shown flipkart nice cooling value money
"SAMSUNG 192 L Direct Cool Single Door 1 Star Refrigerator  (Scarlet Red, RR19T21CARH/NL)",what you need absolutely found in this product very good good with in 192 litre fridge one is awesome storage is good capacity and moreover the cooling is superb and personally recommend this to other customers,5,need absolutely found product good good 192 litre fridge one awesome storage good capacity moreover cooling superb personally recommend customer
"SAMSUNG 192 L Direct Cool Single Door 1 Star Refrigerator  (Scarlet Red, RR19T21CARH/NL)",Samsung is the good product.. but little bit bad experience.. like loud sound.. sides heat.. other wise all good.. Flipkart is always sales good product.. I trust Flipkart always..,3,samsung good product little bit bad experience like loud sound side heat wise good flipkart always sale good product trust flipkart always
"SAMSUNG 192 L Direct Cool Single Door 1 Star Refrigerator  (Scarlet Red, RR19T21CARH/NL)",when i on the fridge first 4 hours very heated then it normally cool i like nice fridge,4,fridge first 4 hour heated normally cool like nice fridge
"SAMSUNG 192 L Direct Cool Single Door 1 Star Refrigerator  (Scarlet Red, RR19T21CARH/NL)",super,4,super
"SAMSUNG 192 L Direct Cool Single Door 1 Star Refrigerator  (Scarlet Red, RR19T21CARH/NL)",We really love it nice and cooling as well good,4,really love nice cooling well good
"SAMSUNG 192 L Direct Cool Single Door 1 Star Refrigerator  (Scarlet Red, RR19T21CARH/NL)",The product is good for a small family or to be precise for a Bachelor. The tray above vegetable bin does not have any plastic border. It is just a glass with sharp borders. Can cause serious cuts if not handled properly. Rear side foot stands are quite small. Once should definitely buy a fridge stand to protect from any floor spillover. There is no coolpack although referred in product kit. No defrost tray. The water will spill out on defrosting.,3,product good small family precise bachelor tray vegetable bin plastic border glass sharp border cause serious cut handled properly rear side foot stand quite small definitely buy fridge stand protect floor spillover coolpack although referred product kit defrost tray water spill defrosting
"SAMSUNG 192 L Direct Cool Single Door 1 Star Refrigerator  (Scarlet Red, RR19T21CARH/NL)","value for moneyclean back . silent compressor. no noise.  for a small 2 or 3 persons family it is ok. drain water collected outside , placed above compressor, normally gets evaporated. colour is also good and smooth. lock could have been provided. Good product from reliable Samsung.",5,value moneyclean back silent compressor noise small 2 3 person family ok drain water collected outside placed compressor normally get evaporated colour also good smooth lock could provided good product reliable samsung
"SAMSUNG 192 L Direct Cool Single Door 1 Star Refrigerator  (Scarlet Red, RR19T21CARH/NL)",Awesome price and awesome work I like it,5,awesome price awesome work like
"Whirlpool 190 L Direct Cool Single Door 2 Star Refrigerator  (Wine Fiesta, WDE 205 CLS PLUS 2S WINE FIESTA)",Value for money good product,4,value money good product
"Whirlpool 190 L Direct Cool Single Door 2 Star Refrigerator  (Wine Fiesta, WDE 205 CLS PLUS 2S WINE FIESTA)",Good...,4,good
"Whirlpool 190 L Direct Cool Single Door 2 Star Refrigerator  (Wine Fiesta, WDE 205 CLS PLUS 2S WINE FIESTA)",Quite Good . Good 4 bachelor 👏.,4,quite good good 4 bachelor
"Whirlpool 190 L Direct Cool Single Door 2 Star Refrigerator  (Wine Fiesta, WDE 205 CLS PLUS 2S WINE FIESTA)",It is best parchase thanks Flipkart..🙂,5,best parchase thanks flipkart
"Whirlpool 190 L Direct Cool Single Door 2 Star Refrigerator  (Wine Fiesta, WDE 205 CLS PLUS 2S WINE FIESTA)",Good,5,good
"Whirlpool 190 L Direct Cool Single Door 2 Star Refrigerator  (Wine Fiesta, WDE 205 CLS PLUS 2S WINE FIESTA)",Awesome product,5,awesome product
"Whirlpool 190 L Direct Cool Single Door 2 Star Refrigerator  (Wine Fiesta, WDE 205 CLS PLUS 2S WINE FIESTA)",Good,5,good
"Whirlpool 190 L Direct Cool Single Door 2 Star Refrigerator  (Wine Fiesta, WDE 205 CLS PLUS 2S WINE FIESTA)",So nice,5,nice
"Whirlpool 190 L Direct Cool Single Door 2 Star Refrigerator  (Wine Fiesta, WDE 205 CLS PLUS 2S WINE FIESTA)",Super product fast delivery,5,super product fast delivery
"Whirlpool 190 L Direct Cool Single Door 2 Star Refrigerator  (Wine Fiesta, WDE 205 CLS PLUS 2S WINE FIESTA)",Good for small fimly 💥  Value for money and good to good,3,good small fimly value money good good
realme 80 cm (32 inch) HD Ready LED Smart Android TV  (TV 32),Item is good sound quality is good picture is good realme tv best,5,item good sound quality good picture good realme tv best
realme 80 cm (32 inch) HD Ready LED Smart Android TV  (TV 32),Ertugrul Fans❤️💓This is most iconic Tv Is awesome. This tv is 43 inch Sound is very beautiful with Dolby speakersConnectivity is very fast and pictures quality is best. As much as I appreciate this tv,5,ertugrul fansthis iconic tv awesome tv 43 inch sound beautiful dolby speakersconnectivity fast picture quality best much appreciate tv
realme 80 cm (32 inch) HD Ready LED Smart Android TV  (TV 32),"After 1 Year of TV Usage, Awesome TV... Superb Sound & Excellent Picture Quality... We have to download Google Home App from playstore for connectivity of Phone to TV ...... Overall Best TV at this price... Thank You ❤️",5,1 year tv usage awesome tv superb sound excellent picture quality download google home app playstore connectivity phone tv overall best tv price thank
realme 80 cm (32 inch) HD Ready LED Smart Android TV  (TV 32),Nice tv in the segment.... Good to see full HD display... Youtube works perfectly... 👌... Play store is awesome... Overall 4.5/5 🌟,4,nice tv segment good see full hd display youtube work perfectly play store awesome overall 455
realme 80 cm (32 inch) HD Ready LED Smart Android TV  (TV 32),"As promised by realme,Better picture, better sound, better visibility,better speed and connectivity. Better purchased if anyone of you thinking to buy an android TV this could be a wonderful choice for you as its side viewing angle is also wonderful.                  And also for your family.(better choice)",5,promised realmebetter picture better sound better visibilitybetter speed connectivity better purchased anyone thinking buy android tv could wonderful choice side viewing angle also wonderful also familybetter choice
realme 80 cm (32 inch) HD Ready LED Smart Android TV  (TV 32),Awesome tv yrr... Agar tmhe lena h to... Bina soche lelo.... Literally the tv is awesome ❤i love it,5,awesome tv yrr agar tmhe lena h bina soche lelo literally tv awesome love
realme 80 cm (32 inch) HD Ready LED Smart Android TV  (TV 32),So far soo good.. picture quality is amazing with respect to HD ready perspective. Sound is superb. No connectivity issue or lagging faced soo far. Nothing to complaint. But I have made a mistake by not including 3years protection while buying this TV. Wall mounted by Jeeves perfectly and charged only 400 rs. Overall a nice experience. Thanks.,5,far soo good picture quality amazing respect hd ready perspective sound superb connectivity issue lagging faced soo far nothing complaint made mistake including 3years protection buying tv wall mounted jeeves perfectly charged 400 r overall nice experience thanks
realme 80 cm (32 inch) HD Ready LED Smart Android TV  (TV 32),"This is the most iconic TV and best budget TVI'll experienced a little bit lag,overall TV is very goodPerformance is all good. The interesting part is the speakers, It is the best dolby atmos speaker I have ever seen.Overall the TV is beast.I do not have any hate on this TV. For pictures quality I'll give 4stars. It gives the best color on the TV screen. I have purchased 3years extended warranty, because in this warranty the agents will repair the TV on the door step itself,",5,iconic tv best budget tvill experienced little bit lagoverall tv goodperformance good interesting part speaker best dolby atmos speaker ever seenoverall tv beasti hate tv picture quality ill give 4stars give best color tv screen purchased 3years extended warranty warranty agent repair tv door step
realme 80 cm (32 inch) HD Ready LED Smart Android TV  (TV 32),Budget friendly smart tv for all.Lagging issues remain. Working 3rd part app like thop tv superbly. Operating is easy. Even my 6 yrs kid can open this smart tv using wifi or normal set top box. 20% sound is enough for living room. Casting and voice assistance are slow to respond. Overall great choice for entertainment.,4,budget friendly smart tv alllagging issue remain working 3rd part app like thop tv superbly operating easy even 6 yr kid open smart tv using wifi normal set top box 20 sound enough living room casting voice assistance slow respond overall great choice entertainment
realme 80 cm (32 inch) HD Ready LED Smart Android TV  (TV 32),"Don't buy this tvMy tv display has not working within 3 monthsit's not a good tv not value for moneyGo for good brands like LG,Samsung or Sony",1,dont buy tvmy tv display working within 3 monthsits good tv value moneygo good brand like lgsamsung sony
Vu Premium TV 80 cm (32 inch) HD Ready LED Smart TV with Bezel-Less Frame  (32UA),Very good product .Buy this product about price.,5,good product buy product price
Vu Premium TV 80 cm (32 inch) HD Ready LED Smart TV with Bezel-Less Frame  (32UA),As per price value product is UP TO THE MARK..,5,per price value product mark
Vu Premium TV 80 cm (32 inch) HD Ready LED Smart TV with Bezel-Less Frame  (32UA),Very nice product go for it velue for money picture quality suparb,5,nice product go velue money picture quality suparb
Vu Premium TV 80 cm (32 inch) HD Ready LED Smart TV with Bezel-Less Frame  (32UA),Super quality led don't think too much go for it 👌🤪,5,super quality led dont think much go
Vu Premium TV 80 cm (32 inch) HD Ready LED Smart TV with Bezel-Less Frame  (32UA),My suggestion not purchase this product not full android simple Android not support Disney hotsatr not buletoot connection,1,suggestion purchase product full android simple android support disney hotsatr buletoot connection
Vu Premium TV 80 cm (32 inch) HD Ready LED Smart TV with Bezel-Less Frame  (32UA),Good tv compare to otherd,5,good tv compare otherd
Vu Premium TV 80 cm (32 inch) HD Ready LED Smart TV with Bezel-Less Frame  (32UA),Value for money......,5,value money
Vu Premium TV 80 cm (32 inch) HD Ready LED Smart TV with Bezel-Less Frame  (32UA),Gr8 product value for money,5,gr8 product value money
Vu Premium TV 80 cm (32 inch) HD Ready LED Smart TV with Bezel-Less Frame  (32UA),"very poor not a smart tv its semi smart tv with limited apps don,t buy",1,poor smart tv semi smart tv limited apps dont buy
Vu Premium TV 80 cm (32 inch) HD Ready LED Smart TV with Bezel-Less Frame  (32UA),Very nice and satisfied product,5,nice satisfied product
Mi 4A Horizon Edition 100 cm (40 inch) Full HD LED Smart Android TV,Anyone who is reading my review please read completely because I have tested and analysed the TV a lot in every possible way.1. The TV really justifies its price. You cannot compare this TV's feature with high end TV of Samsung and Sony that is absurd.2. Video Quality is quite great just that when you view from an angle the intensity of colour changes which is fine concerning the price of the TV3. Sound Quality is awesome. It has 20W dual speakers which is quite great and once again don't ...,4,anyone reading review please read completely tested analysed tv lot every possible way1 tv really justifies price compare tv feature high end tv samsung sony absurd2 video quality quite great view angle intensity colour change fine concerning price tv3 sound quality awesome 20w dual speaker quite great dont
Mi 4A Horizon Edition 100 cm (40 inch) Full HD LED Smart Android TV,"1) Look is premium. (5/5) 2) Speakers are good and well equalled. (5/5) 3) Display is good. Prefer HD setup box. (4/5) 3) Operates faster with Bluetooth remote but slow with sensor one. 4) Pathchwall is great (Launcher).Gives modern look. (5/5) 5) Little problem with Miracast ( delay in audio), but you can use Google Home for Lagfree experience. (4/5) 6) Tv looks bezelless when it is in off mode but having small border actually. When you turn on the TV you can notice it. 7)Go for it. O...",4,1 look premium 55 2 speaker good well equalled 55 3 display good prefer hd setup box 45 3 operates faster bluetooth remote slow sensor one 4 pathchwall great launchergives modern look 55 5 little problem miracast delay audio use google home lagfree experience 45 6 tv look bezelless mode small border actually turn tv notice 7go
Mi 4A Horizon Edition 100 cm (40 inch) Full HD LED Smart Android TV,This television is value for money. Bought it for 13500 during big billion days sale. It was delivered in 3 days and installation done next day. The picture quality is good and there is hardly much difference you will feel between full HD and HD ready screens. Sound is optimal . I faced a little issue while connecting my bluetooth earphones. Rest everything is good and i would definitely recommend to go for the product. Patchwall software is just great and XiaoMi have nearly perfected it in 3...,5,television value money bought 13500 big billion day sale delivered 3 day installation done next day picture quality good hardly much difference feel full hd hd ready screen sound optimal faced little issue connecting bluetooth earphone rest everything good would definitely recommend go product patchwall software great xiaomi nearly perfected 3
Mi 4A Horizon Edition 100 cm (40 inch) Full HD LED Smart Android TV,Best smart TV in this price segment. Though I was little bit confused about the connectivity issues written over here in the reviews before purchasing this TV but frankly speaking after using this above one month there is still no issues about the connectivity and all. Each and every functions of this TV are works very Smoothly and after the new android update it is now more faster than before. But one thing I must tell you guys that I have a home theater system with Bluetooth connectivity wh...,5,best smart tv price segment though little bit confused connectivity issue written review purchasing tv frankly speaking using one month still issue connectivity every function tv work smoothly new android update faster one thing must tell guy home theater system bluetooth connectivity wh
Mi 4A Horizon Edition 100 cm (40 inch) Full HD LED Smart Android TV,"I have researched a lot before buying this TV, I almost spend a week, browsed a lot, watched 10+ hours of videos, finally within 23k, this is the TV I purchased. I was little nervous at first because all I have used is LG & Sony before, but first time I bought some non premium product. My parents couldn't even pronounce Xiomi, to be honest even I can't. After using this TV for a week, I can say, go for it. This is an awesome TV, with perfect picture quality and user interface. Yeah sound co...",5,researched lot buying tv almost spend week browsed lot watched 10 hour video finally within 23k tv purchased little nervous first used lg sony first time bought non premium product parent couldnt even pronounce xiomi honest even cant using tv week say go awesome tv perfect picture quality user interface yeah sound co
Mi 4A Horizon Edition 100 cm (40 inch) Full HD LED Smart Android TV,This is very good smart TV in budget. 40 inch is very good size neither big nor small.... I love this ..,5,good smart tv budget 40 inch good size neither big small love
Mi 4A Horizon Edition 100 cm (40 inch) Full HD LED Smart Android TV,One of my friend recommended me this Mi LED TV so I bought it from flipkart and I can just say that this is the best value for money android TV from the house of Xiaomi. Picture quality is very good and even sound output is superb. Thanks to Ekart executive for super fast delivery and installation. Very happy with this purchase.,5,one friend recommended mi led tv bought flipkart say best value money android tv house xiaomi picture quality good even sound output superb thanks ekart executive super fast delivery installation happy purchase
Mi 4A Horizon Edition 100 cm (40 inch) Full HD LED Smart Android TV,Best smart tv good sound I really like after using 1 Week,5,best smart tv good sound really like using 1 week
Mi 4A Horizon Edition 100 cm (40 inch) Full HD LED Smart Android TV,Very good TV nice mi,3,good tv nice mi
Mi 4A Horizon Edition 100 cm (40 inch) Full HD LED Smart Android TV,best tv in this budgetPros-- great sound- picture quality- apps Cons-While mirror casting after like 20 minutes it stopped  casting. Rest all is great,4,best tv budgetpros great sound picture quality apps conswhile mirror casting like 20 minute stopped casting rest great
Mi 4A Horizon Edition 80 cm (32 inch) HD Ready LED Smart Android TV,Anyone who is reading my review please read completely because I have tested and analysed the TV a lot in every possible way.1. The TV really justifies its price. You cannot compare this TV's feature with high end TV of Samsung and Sony that is absurd.2. Video Quality is quite great just that when you view from an angle the intensity of colour changes which is fine concerning the price of the TV3. Sound Quality is awesome. It has 20W dual speakers which is quite great and once again don't ...,4,anyone reading review please read completely tested analysed tv lot every possible way1 tv really justifies price compare tv feature high end tv samsung sony absurd2 video quality quite great view angle intensity colour change fine concerning price tv3 sound quality awesome 20w dual speaker quite great dont
Mi 4A Horizon Edition 80 cm (32 inch) HD Ready LED Smart Android TV,"1) Look is premium. (5/5) 2) Speakers are good and well equalled. (5/5) 3) Display is good. Prefer HD setup box. (4/5) 3) Operates faster with Bluetooth remote but slow with sensor one. 4) Pathchwall is great (Launcher).Gives modern look. (5/5) 5) Little problem with Miracast ( delay in audio), but you can use Google Home for Lagfree experience. (4/5) 6) Tv looks bezelless when it is in off mode but having small border actually. When you turn on the TV you can notice it. 7)Go for it. O...",4,1 look premium 55 2 speaker good well equalled 55 3 display good prefer hd setup box 45 3 operates faster bluetooth remote slow sensor one 4 pathchwall great launchergives modern look 55 5 little problem miracast delay audio use google home lagfree experience 45 6 tv look bezelless mode small border actually turn tv notice 7go
Mi 4A Horizon Edition 80 cm (32 inch) HD Ready LED Smart Android TV,This television is value for money. Bought it for 13500 during big billion days sale. It was delivered in 3 days and installation done next day. The picture quality is good and there is hardly much difference you will feel between full HD and HD ready screens. Sound is optimal . I faced a little issue while connecting my bluetooth earphones. Rest everything is good and i would definitely recommend to go for the product. Patchwall software is just great and XiaoMi have nearly perfected it in 3...,5,television value money bought 13500 big billion day sale delivered 3 day installation done next day picture quality good hardly much difference feel full hd hd ready screen sound optimal faced little issue connecting bluetooth earphone rest everything good would definitely recommend go product patchwall software great xiaomi nearly perfected 3
Mi 4A Horizon Edition 80 cm (32 inch) HD Ready LED Smart Android TV,Best smart TV in this price segment. Though I was little bit confused about the connectivity issues written over here in the reviews before purchasing this TV but frankly speaking after using this above one month there is still no issues about the connectivity and all. Each and every functions of this TV are works very Smoothly and after the new android update it is now more faster than before. But one thing I must tell you guys that I have a home theater system with Bluetooth connectivity wh...,5,best smart tv price segment though little bit confused connectivity issue written review purchasing tv frankly speaking using one month still issue connectivity every function tv work smoothly new android update faster one thing must tell guy home theater system bluetooth connectivity wh
Mi 4A Horizon Edition 80 cm (32 inch) HD Ready LED Smart Android TV,"I have researched a lot before buying this TV, I almost spend a week, browsed a lot, watched 10+ hours of videos, finally within 23k, this is the TV I purchased. I was little nervous at first because all I have used is LG & Sony before, but first time I bought some non premium product. My parents couldn't even pronounce Xiomi, to be honest even I can't. After using this TV for a week, I can say, go for it. This is an awesome TV, with perfect picture quality and user interface. Yeah sound co...",5,researched lot buying tv almost spend week browsed lot watched 10 hour video finally within 23k tv purchased little nervous first used lg sony first time bought non premium product parent couldnt even pronounce xiomi honest even cant using tv week say go awesome tv perfect picture quality user interface yeah sound co
Mi 4A Horizon Edition 80 cm (32 inch) HD Ready LED Smart Android TV,This is very good smart TV in budget. 40 inch is very good size neither big nor small.... I love this ..,5,good smart tv budget 40 inch good size neither big small love
Mi 4A Horizon Edition 80 cm (32 inch) HD Ready LED Smart Android TV,One of my friend recommended me this Mi LED TV so I bought it from flipkart and I can just say that this is the best value for money android TV from the house of Xiaomi. Picture quality is very good and even sound output is superb. Thanks to Ekart executive for super fast delivery and installation. Very happy with this purchase.,5,one friend recommended mi led tv bought flipkart say best value money android tv house xiaomi picture quality good even sound output superb thanks ekart executive super fast delivery installation happy purchase
Mi 4A Horizon Edition 80 cm (32 inch) HD Ready LED Smart Android TV,Best smart tv good sound I really like after using 1 Week,5,best smart tv good sound really like using 1 week
Mi 4A Horizon Edition 80 cm (32 inch) HD Ready LED Smart Android TV,Very good TV nice mi,3,good tv nice mi
Mi 4A Horizon Edition 80 cm (32 inch) HD Ready LED Smart Android TV,best tv in this budgetPros-- great sound- picture quality- apps Cons-While mirror casting after like 20 minutes it stopped  casting. Rest all is great,4,best tv budgetpros great sound picture quality apps conswhile mirror casting like 20 minute stopped casting rest great
SAMSUNG 80 cm (32 inch) HD Ready LED Smart TV  (UA32T4340AKXXL / UA32T4340BKXXL),Very Good Picture Quality with a decent sound system. You can surely go for this product in this price range. Good delivery by Flipkart.,5,good picture quality decent sound system surely go product price range good delivery flipkart
SAMSUNG 80 cm (32 inch) HD Ready LED Smart TV  (UA32T4340AKXXL / UA32T4340BKXXL),Nice one at this price good Samsung 🙏🙏🙏🙏My first Samsung led tv 📺 Befor I always use lg but this time Samsung I’m happy with Samsung led tv great job by Samsung and the Flipkart Thank you 🙏 Flipkart to deliver in this lockdown also little bit late but great work by Flipkart Good luck 😉,5,nice one price good samsung first samsung led tv befor always use lg time samsung ’ happy samsung led tv great job samsung flipkart thank flipkart deliver lockdown also little bit late great work flipkart good luck
SAMSUNG 80 cm (32 inch) HD Ready LED Smart TV  (UA32T4340AKXXL / UA32T4340BKXXL),"overall is good compare to price, pictures quality is good but not hd intertnet options are also good it affordable and good",4,overall good compare price picture quality good hd intertnet option also good affordable good
SAMSUNG 80 cm (32 inch) HD Ready LED Smart TV  (UA32T4340AKXXL / UA32T4340BKXXL),"Wow!!! I am very surprised about it. It is very awesome and nice picture quality and like of Full HD but it is HD. It is Ultra HD + HDR, Deep Colour (True beautiful Colour) I am extremely happy and mind blowing. Thank Flipkart Service. I already giving rating of 5/5 🔥.Picture/Sound/Connect or all are rating of 5/5 🔥🔥🔥",5,wow surprised awesome nice picture quality like full hd hd ultra hd hdr deep colour true beautiful colour extremely happy mind blowing thank flipkart service already giving rating 55 picturesoundconnect rating 55
SAMSUNG 80 cm (32 inch) HD Ready LED Smart TV  (UA32T4340AKXXL / UA32T4340BKXXL),"I was in hurry to buy and I don't find any Bette deal like this. Samsung has trusted customer value so, I go for it. Actually there are so many options but price difference of 1k to 2k I don't want to take chance for chinese brand. So I opted for this and satisfied. My kid love it and it's compact size fits in my bedroom easily.",5,hurry buy dont find bette deal like samsung trusted customer value go actually many option price difference 1k 2k dont want take chance chinese brand opted satisfied kid love compact size fit bedroom easily
SAMSUNG 80 cm (32 inch) HD Ready LED Smart TV  (UA32T4340AKXXL / UA32T4340BKXXL),"Nice tv within the budget. Sound quality is good, for picture quality I had to attach hdmi cable from set top box to tv. After that quality is pretty good.This tv did not come with a stand so I had only one option with the wall mount which I didn't like. Apart from that overall experience is good.",5,nice tv within budget sound quality good picture quality attach hdmi cable set top box tv quality pretty goodthis tv come stand one option wall mount didnt like apart overall experience good
SAMSUNG 80 cm (32 inch) HD Ready LED Smart TV  (UA32T4340AKXXL / UA32T4340BKXXL),"Value for money.. Pros: Picture quality and different picture modes.Sound quality is beyond expectations.Have all the necessary apps and you can also download them.Smooth interface, not too much lag.Cons:Casting: sometimes picture/video doesn't show while casting.Thick besels in 2020.Overall I would say it's a fantastic product from Samsung. Happy that I didn't buy the cheap Chinese alternatives. Go for it if 32 inch hd ready smart tv is your choice. Loved the product...",4,value money pro picture quality different picture modessound quality beyond expectationshave necessary apps also download themsmooth interface much lagconscasting sometimes picturevideo doesnt show castingthick besels 2020overall would say fantastic product samsung happy didnt buy cheap chinese alternative go 32 inch hd ready smart tv choice loved product
SAMSUNG 80 cm (32 inch) HD Ready LED Smart TV  (UA32T4340AKXXL / UA32T4340BKXXL),Awesome ...no one comparison to this one..I am totally impressed...thanku.samsung..  to make.. this type of television... Nice .. buy...it. don't think... About  to purchase to... Samsung... Nice... I will provide ..5 out 5....,5,awesome one comparison onei totally impressedthankusamsung make type television nice buyit dont think purchase samsung nice provide 5 5
SAMSUNG 80 cm (32 inch) HD Ready LED Smart TV  (UA32T4340AKXXL / UA32T4340BKXXL),Really awesome tv best quality very good sound... Just go for it guys bcz its very bettet than mi TV.  Very low prize best quality tv great and tqq flipkart,5,really awesome tv best quality good sound go guy bcz bettet mi tv low prize best quality tv great tqq flipkart
SAMSUNG 80 cm (32 inch) HD Ready LED Smart TV  (UA32T4340AKXXL / UA32T4340BKXXL),Very good 👍 tv,4,good tv
Mi 5X 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV with Dolby Atmos and Dolby Vision,"Mi TV 5x 55” delivered on 09th & installed on 10th , everything was smooth , TV has a good rich feel with near bezel less Metal frame design , the new adaptive brightness feature is really good , adjusts according to our room lighting making viewing pleasant to eyes , ok google works well , audio is ok not great , some apps volume is good but apps like Apple TV+ have to rise volume to 60 , panel is VA , so contrast is good has good viewing angle up to 120 D after that you will loose color & c...",4,mi tv 5x 55 ” delivered 09th installed 10th everything smooth tv good rich feel near bezel less metal frame design new adaptive brightness feature really good adjusts according room lighting making viewing pleasant eye ok google work well audio ok great apps volume good apps like apple tv rise volume 60 panel va contrast good good viewing angle 120 loose color c
Mi 5X 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV with Dolby Atmos and Dolby Vision,Very good TV. Decent picture quality and sound effect. Value for money. I am just expecting this TV to work for 4 years.,5,good tv decent picture quality sound effect value money expecting tv work 4 year
Mi 5X 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV with Dolby Atmos and Dolby Vision,"Pros:1. Picture quality is perfect(I think it is better than its competitors at this price range)2. 4k videos can play perfectly fine.3. Bezels are thin.(for people who don't like thick bezels it's a perfect tv).4. Patchwall looks goodCons:1. The biggest con of this tv is SPEAKERS. I have got 43"" tv which has 30 w speakers (believe me my old CRT tv can produce better sound than this). I think all those Dolby Atmos and stuff are gimmicks. If sound is ur mail priority don't go for this t...",4,pros1 picture quality perfecti think better competitor price range2 4k video play perfectly fine3 bezel thinfor people dont like thick bezel perfect tv4 patchwall look goodcons1 biggest con tv speaker got 43 tv 30 w speaker believe old crt tv produce better sound think dolby atmos stuff gimmick sound ur mail priority dont go
Mi 5X 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV with Dolby Atmos and Dolby Vision,Super awesome  mine is 55inch tv got delivered next day of Order but installation is very badd no response from Flipkart. So finaly called mi store and they did it in same day. And coming to tv specs are awesome1. Sound is good but bass is not great2 picture quality is awesome 3 adaptive Brightness is not that good but it's fine u can enjoy it4 connectivity is fine ok ok5 tv design is awesome but u may feel light electric shocks on corners when u touch as it's made of metal6. Patch wall...,4,super awesome mine 55inch tv got delivered next day order installation badd response flipkart finaly called mi store day coming tv spec awesome1 sound good bass great2 picture quality awesome 3 adaptive brightness good fine u enjoy it4 connectivity fine ok ok5 tv design awesome u may feel light electric shock corner u touch made metal6 patch wall
